code	city	n_ins	n_nat	n_eur	n_be	n_pt	n_it	n_es	n_de	n_nl	n_ro	n_pl	n_ie	n_gr	n_hu	n_bg	n_sk	n_fi	n_se	n_dk	n_at	n_cz	n_lu	n_lt	n_lv	n_hr	n_cy	n_si	n_ee
59209	Esnes	510	509	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59210	Esquelbecq	1685	1682	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59211	Esquerchin	631	630	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59212	Estaires	5247	5244	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59213	Estourmel	363	361	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59214	Estrées	871	871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59215	Estreux	767	764	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59216	Eswars	294	289	5	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59217	Eth	242	241	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59218	Étrœungt	920	918	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59219	Estrun	575	567	8	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59220	Faches-Thumesnil	12304	12267	37	10	5	5	5	3	2	5	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
59221	Famars	1816	1809	7	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59222	Faumont	1856	1852	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59223	Le Favril	372	371	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59224	Féchain	1266	1263	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59225	Feignies	4623	4560	63	44	12	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59226	Felleries	958	943	15	13	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59227	Fenain	4217	4189	28	12	0	13	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59228	Férin	1151	1150	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59229	Féron	457	455	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59230	Ferrière-la-Grande	3850	3825	25	17	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59231	Ferrière-la-Petite	761	748	13	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59232	La Flamengrie	330	315	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59233	Flaumont-Waudrechies	271	270	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59234	Flers-en-Escrebieux	3672	3670	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59236	Flesquières	211	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59237	Flêtre	704	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59238	Flines-lès-Mortagne	1283	1247	36	35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59239	Flines-lez-Raches	4561	4554	7	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59240	Floursies	109	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59241	Floyon	392	386	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59242	Fontaine-au-Bois	516	515	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59243	Fontaine-au-Pire	762	762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59244	Fontaine-Notre-Dame	1343	1341	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59246	Forest-en-Cambrésis	424	423	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59247	Forest-sur-Marque	1269	1262	7	2	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59249	Fourmies	8541	8505	36	28	1	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
59250	Fournes-en-Weppes	1825	1822	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59251	Frasnoy	265	264	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59252	Frelinghien	2079	2066	13	7	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59253	Fresnes-sur-Escaut	4703	4666	37	21	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59254	Fressain	691	689	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59255	Fressies	458	457	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59256	Fretin	2552	2540	12	5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59257	Fromelles	881	879	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59258	Genech	1979	1968	11	7	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59259	Ghissignies	392	389	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59260	Ghyvelde	3513	3454	59	52	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59261	Glageon	1100	1094	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59262	Godewaersvelde	1563	1551	12	10	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59263	Gœulzin	906	905	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59264	Gognies-Chaussée	596	539	57	53	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59265	Gommegnies	1792	1785	7	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59266	Gondecourt	3388	3384	4	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59267	Gonnelieu	235	234	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59268	La Gorgue	4104	4096	8	3	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59269	Gouzeaucourt	1150	1148	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59270	Grand-Fayt	397	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59271	Grande-Synthe	14427	14365	62	6	22	24	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59272	Grand-Fort-Philippe	4151	4133	18	12	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59273	Gravelines	9170	9154	16	11	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59274	La Groise	353	352	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59275	Gruson	1071	1059	12	9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59276	Guesnain	3323	3311	12	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59277	Gussignies	229	176	53	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59278	Hallennes-lez-Haubourdin	3464	3457	7	1	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59279	Halluin	15226	15055	171	70	38	24	26	3	3	4	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
59280	Hamel	651	648	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59281	Hantay	916	913	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59282	Hardifort	333	331	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59283	Hargnies	428	421	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59284	Hasnon	3054	3035	19	13	1	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59285	Haspres	2032	2028	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59286	Haubourdin	9725	9700	25	9	5	5	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
59287	Haucourt-en-Cambrésis	162	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59288	Haulchin	1672	1665	7	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59289	Haussy	1159	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59290	Haut-Lieu	293	291	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59291	Hautmont	9648	9615	33	15	5	9	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59292	Haveluy	2273	2267	6	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59293	Haverskerque	1061	1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59294	Haynecourt	260	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59295	Hazebrouck	16920	16892	28	15	0	6	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59296	Hecq	308	307	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59297	Hélesmes	1463	1455	8	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59299	Hem	14089	14016	73	22	30	15	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
59300	Hem-Lenglet	398	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59301	Hergnies	3475	3410	65	54	0	6	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
59302	Hérin	2947	2941	6	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59303	Herlies	1877	1872	5	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59304	Herrin	337	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59305	Herzeele	1291	1283	8	5	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59306	Hestrud	209	180	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59307	Holque	731	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59308	Hondeghem	753	750	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59309	Hondschoote	3048	3034	14	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59310	Hon-Hergies	529	470	59	56	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59311	Honnechy	392	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59312	Honnecourt-sur-Escaut	530	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59313	Hordain	1136	1132	4	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59314	Hornaing	2870	2867	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59315	Houdain-lez-Bavay	681	656	25	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59316	Houplin-Ancoisne	2664	2654	10	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59317	Houplines	5949	5919	30	18	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59318	Houtkerque	730	725	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59319	Hoymille	2841	2834	7	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59320	Illies	1158	1156	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59321	Inchy	530	529	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59322	Iwuy	2518	2514	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59323	Jenlain	918	914	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59324	Jeumont	6814	6633	181	137	1	28	13	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59325	Jolimetz	714	712	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59326	Killem	799	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59327	Lallaing	4683	4665	18	2	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59328	Lambersart	20346	20261	85	34	4	9	8	9	5	1	3	4	2	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0
59329	Lambres-lez-Douai	3661	3658	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59330	Landas	2134	2120	14	10	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
59331	Landrecies	2569	2562	7	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59332	Lannoy	1169	1164	5	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59333	Larouillies	185	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59334	Lauwin-Planque	1365	1364	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59335	Lecelles	2498	2469	29	24	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59336	Lécluse	1016	1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59337	Lederzeele	565	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59338	Ledringhem	504	499	5	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59339	Leers	8333	8268	65	24	12	24	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
59340	Leffrinckoucke	3549	3529	20	13	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59341	Lesdain	329	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59342	Lez-Fontaine	174	164	10	8	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59343	Lesquin	6275	6255	20	7	7	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59344	Leval	1787	1782	5	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59345	Lewarde	1789	1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59346	Lezennes	2551	2539	12	4	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59347	Liessies	384	374	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59348	Lieu-Saint-Amand	1160	1157	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59349	Ligny-en-Cambrésis	1332	1318	14	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59350	Lille	122137	121604	533	123	66	81	59	66	28	28	21	16	12	5	7	3	2	3	2	0	3	1	2	2	1	1	1	0
59351	Limont-Fontaine	465	464	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59352	Linselles	6813	6794	19	9	0	3	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
59353	Locquignol	252	247	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59354	Loffre	598	598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59356	Lompret	1792	1785	7	1	0	1	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59357	La Longueville	1597	1573	24	20	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59358	Looberghe	962	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59359	Loon-Plage	4737	4729	8	1	1	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
59360	Loos	13156	13112	44	9	17	5	4	2	2	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0
59361	Lourches	2332	2329	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59363	Louvignies-Quesnoy	648	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59364	Louvil	686	680	6	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59365	Louvroil	3651	3623	28	19	1	5	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59366	Lynde	636	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59367	Lys-lez-Lannoy	9387	9309	78	32	23	17	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
59368	La Madeleine	15960	15895	65	28	6	9	6	5	1	3	2	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0
59369	Maing	3100	3091	9	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59370	Mairieux	546	524	22	20	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59371	Le Maisnil	531	529	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59372	Malincourt	401	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59374	Marbaix	362	361	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59375	Marchiennes	3655	3642	13	3	5	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
59377	Marcoing	1492	1491	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59378	Marcq-en-Barœul	30007	29863	144	53	21	23	16	7	6	1	5	2	0	2	0	1	0	1	1	1	1	0	0	1	2	0	0	0
59379	Marcq-en-Ostrevent	488	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59381	Maresches	718	716	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59382	Maretz	930	924	6	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59383	Marly	8156	8095	61	28	4	20	2	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59384	Maroilles	1218	1216	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59385	Marpent	1714	1667	47	39	0	4	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
59386	Marquette-lez-Lille	8291	8280	11	5	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59387	Marquette-en-Ostrevant	1223	1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59388	Marquillies	1617	1615	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59389	Masnières	1959	1952	7	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59390	Masny	3000	2982	18	0	1	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59391	Mastaing	679	679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59392	Maubeuge	18323	18104	219	154	30	28	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59393	Maulde	855	844	11	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59394	Maurois	264	261	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59395	Mazinghien	238	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59396	Mecquignies	506	501	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59397	Merckeghem	517	516	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59398	Mérignies	2744	2732	12	7	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59399	Merris	879	878	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59400	Merville	7622	7609	13	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59401	Méteren	1716	1708	8	4	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
59402	Millam	677	677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59403	Millonfosse	565	563	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59405	Mœuvres	330	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59406	Monceau-Saint-Waast	330	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59407	Monchaux-sur-Écaillon	486	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59408	Moncheaux	1350	1349	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59409	Monchecourt	1916	1912	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59410	Mons-en-Barœul	12666	12624	42	12	15	3	3	2	1	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
59411	Mons-en-Pévèle	1805	1799	6	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
59412	Montay	219	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59413	Montigny-en-Cambrésis	451	449	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59414	Montigny-en-Ostrevent	3430	3406	24	2	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59415	Montrécourt	202	201	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59416	Morbecque	2126	2119	7	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59418	Mortagne-du-Nord	1154	1132	22	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59419	Mouchin	979	973	6	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59420	Moustier-en-Fagne	56	39	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59421	Mouvaux	10452	10407	45	13	17	4	2	4	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59422	Naves	533	531	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59423	Neuf-Berquin	1070	1067	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59424	Neuf-Mesnil	827	820	7	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
