code	natl	pop24	dens24	pop20	dens20
59206	POL	NA	NA	NA	NA
59206	PRT	37.96	1.1741	NA	NA
59207	BEL	16.01	0.3829	NA	NA
59207	ESP	8.23	0.1968	NA	NA
59207	ITA	17.35	0.415	NA	NA
59207	POL	NA	NA	NA	NA
59207	PRT	NA	NA	NA	NA
59208	ESP	NA	NA	NA	NA
59208	ITA	NA	NA	NA	NA
59209	BEL	NA	NA	NA	NA
59209	ITA	NA	NA	NA	NA
59210	BEL	NA	NA	NA	NA
59210	ITA	NA	NA	NA	NA
59210	NLD	NA	NA	NA	NA
59211	BEL	NA	NA	NA	NA
59212	BEL	12	0.1813	15.93	0.2497
59212	ESP	NA	NA	NA	NA
59212	ITA	NA	NA	3.01	0.0473
59212	POL	NA	NA	NA	NA
59212	PRT	20	0.3022	21.85	0.3426
59212	ROU	NA	NA	NA	NA
59213	BEL	NA	NA	NA	NA
59213	PRT	NA	NA	NA	NA
59214	ITA	NA	NA	NA	NA
59214	POL	NA	NA	NA	NA
59214	ROU	NA	NA	NA	NA
59215	BEL	8	0.8122	NA	NA
59215	ITA	NA	NA	NA	NA
59215	PRT	NA	NA	NA	NA
59216	PRT	4.18	1.1547	NA	NA
59217	BEL	5.13	1.487	NA	NA
59217	ITA	NA	NA	NA	NA
59218	BEL	NA	NA	NA	NA
59218	DEU	NA	NA	NA	NA
59218	POL	NA	NA	NA	NA
59218	ROU	NA	NA	NA	NA
59219	BEL	6.02	0.8281	NA	NA
59219	DEU	6.04	0.8308	NA	NA
59219	ITA	NA	NA	NA	NA
59220	BEL	47.54	0.2608	35.15	0.1971
59220	ESP	13.33	0.0731	24.17	0.1355
59220	ITA	10.12	0.0555	16.7	0.0936
59220	NLD	NA	NA	2	0.0112
59220	POL	8.2	0.045	NA	NA
59220	PRT	33.13	0.1818	57.08	0.3201
59220	ROU	17.7	0.0971	26.12	0.1464
59221	BEL	6.04	0.2375	NA	NA
59221	DEU	NA	NA	NA	NA
59221	ESP	NA	NA	NA	NA
59221	ITA	4.97	0.1954	NA	NA
59221	PRT	NA	NA	NA	NA
59221	ROU	NA	NA	NA	NA
59222	BEL	4	0.1741	NA	NA
59222	ITA	NA	NA	NA	NA
59222	PRT	8	0.3483	NA	NA
59223	BEL	NA	NA	NA	NA
59224	BEL	NA	NA	NA	NA
59224	ESP	NA	NA	NA	NA
59224	PRT	NA	NA	NA	NA
59225	BEL	149	2.1848	163.11	2.3705
59225	ESP	NA	NA	4.03	0.0585
59225	ITA	19	0.2786	21.14	0.3073
59225	NLD	NA	NA	2	0.0291
59225	POL	NA	NA	NA	NA
59225	PRT	28	0.4106	30.21	0.439
59226	BEL	25.12	1.71	NA	NA
59226	ESP	NA	NA	NA	NA
59226	ITA	NA	NA	NA	NA
59226	ROU	NA	NA	NA	NA
59227	BEL	5.01	0.0898	6	0.1114
59227	DEU	NA	NA	NA	NA
59227	ESP	6.01	0.10780000000000001	7	0.13
59227	ITA	18.08	0.3242	22	0.4085
59227	POL	NA	NA	4	0.0743
59227	PRT	4	0.0717	NA	NA
59228	BEL	NA	NA	NA	NA
59228	ITA	NA	NA	NA	NA
59229	BEL	NA	NA	NA	NA
59229	PRT	NA	NA	NA	NA
59230	BEL	46.93	0.8932	53.18	1.0031
59230	ESP	4.09	0.0778	4.07	0.0768
59230	ITA	18.32	0.3487	20.29	0.3828
59230	POL	NA	NA	NA	NA
59230	PRT	NA	NA	2.99	0.0565
59230	ROU	NA	NA	NA	NA
59231	BEL	22.2	2.0826	NA	NA
59231	ESP	NA	NA	NA	NA
59231	ITA	NA	NA	NA	NA
59231	PRT	NA	NA	NA	NA
59232	BEL	46.92	10.5914	NA	NA
59233	BEL	NA	NA	NA	NA
59233	ESP	NA	NA	NA	NA
59234	BEL	7.66	0.1348	NA	NA
59234	ESP	NA	NA	NA	NA
59234	ITA	4.91	0.0864	9.93	0.1696
59234	NLD	NA	NA	NA	NA
59234	POL	5.17	0.091	7.13	0.1218
59234	PRT	NA	NA	2	0.0342
59234	ROU	3.54	0.0623	NA	NA
59237	DEU	NA	NA	NA	NA
59238	BEL	96.63	5.8001	NA	NA
59238	DEU	NA	NA	NA	NA
59238	ESP	6.18	0.3709	NA	NA
59238	ITA	NA	NA	NA	NA
59238	PRT	NA	NA	NA	NA
59238	ROU	NA	NA	NA	NA
59239	BEL	11.05	0.1938	11.03	0.1981
59239	BGR	NA	NA	NA	NA
59239	ITA	13.21	0.2317	13.09	0.235
59239	NLD	NA	NA	NA	NA
59239	POL	5.9	0.1035	NA	NA
59239	ROU	NA	NA	NA	NA
59240	BEL	NA	NA	NA	NA
59241	BEL	NA	NA	NA	NA
59241	PRT	NA	NA	NA	NA
59242	BEL	NA	NA	NA	NA
59242	ITA	NA	NA	NA	NA
59243	BEL	NA	NA	NA	NA
59243	ESP	NA	NA	NA	NA
59244	BEL	4.05	0.2258	NA	NA
59244	BGR	NA	NA	NA	NA
59244	DEU	NA	NA	NA	NA
59244	ITA	NA	NA	NA	NA
59244	PRT	6.07	0.3384	NA	NA
59246	BEL	NA	NA	NA	NA
59247	BEL	7.22	0.4293	NA	NA
59247	ESP	NA	NA	NA	NA
59247	ITA	NA	NA	NA	NA
59247	PRT	NA	NA	NA	NA
59249	BEL	50.73	0.4361	57.87	0.4934
59249	ESP	NA	NA	2	0.0171
59249	ITA	NA	NA	6.08	0.0519
59249	POL	NA	NA	4.83	0.0412
59249	PRT	NA	NA	2	0.0171
59249	ROU	NA	NA	NA	NA
59250	ESP	NA	NA	NA	NA
59250	ITA	NA	NA	NA	NA
59250	NLD	NA	NA	NA	NA
59250	PRT	NA	NA	NA	NA
59251	BEL	NA	NA	NA	NA
59252	BEL	10.14	0.3894	NA	NA
59252	ESP	NA	NA	NA	NA
59252	ITA	NA	NA	NA	NA
59252	NLD	NA	NA	NA	NA
59252	PRT	5.1	0.1959	NA	NA
59253	BEL	38.04	0.5054	42	0.5552
59253	DEU	NA	NA	NA	NA
59253	ITA	31.07	0.4128	37	0.4891
59253	NLD	NA	NA	NA	NA
59253	PRT	5.03	0.0668	5	0.0661
59253	ROU	4	0.0531	NA	NA
59254	BEL	NA	NA	NA	NA
59254	ITA	NA	NA	NA	NA
59255	BEL	NA	NA	NA	NA
59256	BEL	6	0.184	NA	NA
59256	DEU	NA	NA	NA	NA
59256	ESP	NA	NA	NA	NA
59256	ITA	6	0.184	NA	NA
59256	NLD	NA	NA	NA	NA
59256	PRT	NA	NA	NA	NA
59257	BEL	NA	NA	NA	NA
59257	ITA	NA	NA	NA	NA
59257	PRT	NA	NA	NA	NA
59258	BEL	12.21	0.3524	NA	NA
59258	ITA	NA	NA	NA	NA
59258	POL	NA	NA	NA	NA
59258	PRT	5.84	0.1685	NA	NA
59258	ROU	6.38	0.1841	NA	NA
59259	BEL	5.99	1.1564	NA	NA
59259	ITA	NA	NA	NA	NA
59259	NLD	NA	NA	NA	NA
59259	PRT	NA	NA	NA	NA
59259	ROU	NA	NA	NA	NA
59260	BEL	51.52	1.2325	NA	NA
59260	ESP	NA	NA	NA	NA
59260	ITA	NA	NA	NA	NA
59260	PRT	3.94	0.0943	NA	NA
59260	ROU	NA	NA	NA	NA
59261	BEL	19.89	1.1244	NA	NA
59261	DEU	NA	NA	NA	NA
59261	ESP	NA	NA	NA	NA
59261	POL	NA	NA	NA	NA
59261	PRT	NA	NA	NA	NA
59262	BEL	20.1	0.9659	NA	NA
59262	ITA	NA	NA	NA	NA
59262	NLD	NA	NA	NA	NA
59262	POL	NA	NA	NA	NA
59262	ROU	NA	NA	NA	NA
59264	BEL	108.28	14.6721	NA	NA
59264	ITA	NA	NA	NA	NA
59264	POL	NA	NA	NA	NA
59264	PRT	NA	NA	NA	NA
59265	BEL	12.11	0.5182	NA	NA
59266	BEL	6.1	0.1489	NA	NA
59266	DEU	NA	NA	NA	NA
59266	ESP	5.94	0.1449	NA	NA
59266	ITA	NA	NA	NA	NA
59266	NLD	NA	NA	NA	NA
59266	POL	NA	NA	NA	NA
59266	PRT	NA	NA	NA	NA
59266	ROU	4.08	0.0996	NA	NA
59267	BEL	NA	NA	NA	NA
59268	BEL	9	0.1593	10	0.1774
59268	ITA	NA	NA	3	0.0532
59268	NLD	NA	NA	NA	NA
59268	POL	5	0.0885	NA	NA
59268	PRT	15	0.2654	16	0.2839
59269	BEL	NA	NA	NA	NA
59269	ESP	NA	NA	NA	NA
59269	PRT	NA	NA	NA	NA
59270	BEL	NA	NA	NA	NA
59270	NLD	NA	NA	NA	NA
59271	BEL	16.98	0.0827	11.2	0.0488
59271	ESP	38.87	0.1894	37.61	0.1638
59271	ITA	64.65	0.3149	68.9	0.3
59271	NLD	NA	NA	NA	NA
59271	POL	11.64	0.0567	14.44	0.0629
59271	PRT	74.37	0.3623	80.25	0.3494
59271	ROU	19.64	0.0957	NA	NA
59272	BEL	13.09	0.2604	4.16	0.0824
59272	ESP	NA	NA	2	0.0396
59272	ITA	NA	NA	2	0.0396
59272	PRT	NA	NA	2	0.0396
59272	ROU	NA	NA	NA	NA
59273	BEL	13.77	0.1209	17.27	0.1547
59273	DEU	NA	NA	NA	NA
59273	ESP	NA	NA	2	0.0179
59273	ITA	NA	NA	5.52	0.0495
59273	PRT	NA	NA	2	0.0179
59273	ROU	NA	NA	NA	NA
59275	BEL	12	0.9434	NA	NA
59275	ITA	NA	NA	NA	NA
59275	NLD	NA	NA	NA	NA
59275	PRT	NA	NA	NA	NA
59276	BEL	NA	NA	NA	NA
59276	ITA	13.69	0.2923	NA	NA
59276	POL	3.87	0.0826	NA	NA
59276	PRT	NA	NA	NA	NA
59276	ROU	NA	NA	NA	NA
59277	BEL	88.63	25.3229	NA	NA
59277	ITA	4.64	1.3257	NA	NA
59278	BEL	4.8	0.1009	NA	NA
59278	DEU	NA	NA	NA	NA
59278	ESP	NA	NA	NA	NA
59278	ITA	7.92	0.1665	NA	NA
59278	POL	NA	NA	NA	NA
59278	PRT	13.08	0.275	NA	NA
59278	ROU	NA	NA	NA	NA
59279	BEL	160.74	0.7667	178.22	0.8568
59279	BGR	19.01	0.0907	NA	NA
59279	DEU	NA	NA	2	0.0096
59279	ESP	53.5	0.2552	52.88	0.2542
59279	ITA	57.46	0.2741	66.4	0.3192
59279	NLD	NA	NA	2	0.0096
59279	POL	NA	NA	NA	NA
59279	PRT	80.74	0.3851	105.56	0.5075
59279	ROU	NA	NA	2	0.0096
59280	DEU	NA	NA	NA	NA
59280	ITA	NA	NA	NA	NA
59281	BEL	NA	NA	NA	NA
59281	ESP	NA	NA	NA	NA
59281	ROU	NA	NA	NA	NA
59282	BEL	3.87	0.9579	NA	NA
59282	PRT	NA	NA	NA	NA
59282	ROU	NA	NA	NA	NA
59283	BEL	14.34	2.2547	NA	NA
59283	ITA	NA	NA	NA	NA
59283	PRT	NA	NA	NA	NA
59284	BEL	14.87	0.3801	NA	NA
59284	ESP	NA	NA	NA	NA
59284	ITA	4.86	0.1242	NA	NA
59284	PRT	NA	NA	NA	NA
59285	BEL	NA	NA	NA	NA
59285	ITA	NA	NA	NA	NA
59286	BEL	19.08	0.1284	30.96	0.2073
59286	DEU	NA	NA	2	0.0134
59286	ESP	8.74	0.0588	8.67	0.058
59286	ITA	10.45	0.0703	12.6	0.0844
59286	POL	NA	NA	NA	NA
59286	PRT	12.9	0.0868	22.5	0.1507
59286	ROU	NA	NA	16.18	0.1084
59288	BEL	NA	NA	NA	NA
59288	ITA	7.99	0.3406	NA	NA
59288	NLD	NA	NA	NA	NA
59288	POL	NA	NA	NA	NA
59289	BEL	NA	NA	NA	NA
59289	POL	NA	NA	NA	NA
59290	BEL	NA	NA	NA	NA
59291	BEL	61.04	0.4282	69.12	0.4743
59291	ESP	22.53	0.158	40.94	0.2809
59291	ITA	27.44	0.1925	42.99	0.295
59291	PRT	57.28	0.4018	71.26	0.4889
59291	ROU	NA	NA	NA	NA
59292	BEL	NA	NA	NA	NA
59292	ITA	8.07	0.2474	NA	NA
59292	POL	NA	NA	NA	NA
59292	PRT	NA	NA	NA	NA
59293	BEL	NA	NA	NA	NA
59293	ITA	NA	NA	NA	NA
59295	BEL	25.73	0.1175	27.64	0.1289
59295	DEU	NA	NA	2	0.0093
59295	ESP	NA	NA	2	0.0093
59295	POL	NA	NA	NA	NA
59295	PRT	NA	NA	15.22	0.071
59295	ROU	9.99	0.0456	NA	NA
59296	BEL	NA	NA	NA	NA
59297	ESP	NA	NA	NA	NA
59297	ITA	5.64	0.2907	NA	NA
59297	POL	NA	NA	NA	NA
59297	PRT	4.85	0.25	NA	NA
59299	BEL	41.89	0.222	37.91	0.2036
59299	BGR	NA	NA	NA	NA
59299	DEU	14.26	0.0756	11.64	0.0625
59299	ESP	NA	NA	9.49	0.051
59299	ITA	62.51	0.3313	75.15	0.4037
59299	NLD	NA	NA	NA	NA
59299	POL	7.55	0.04	NA	NA
59299	PRT	121.61	0.6445	163.8	0.8799
59299	ROU	NA	NA	NA	NA
59301	BEL	105.24	2.3407	NA	NA
59301	DEU	NA	NA	NA	NA
59301	ESP	NA	NA	NA	NA
59301	ITA	19.25	0.4282	NA	NA
59301	POL	NA	NA	NA	NA
59302	BEL	10	0.2406	NA	NA
59302	DEU	NA	NA	NA	NA
59302	ESP	NA	NA	NA	NA
59302	ITA	19	0.4571	NA	NA
59302	POL	NA	NA	NA	NA
59302	PRT	NA	NA	NA	NA
59302	ROU	NA	NA	NA	NA
59303	BEL	NA	NA	NA	NA
59303	ITA	NA	NA	NA	NA
59303	POL	NA	NA	NA	NA
59304	ESP	NA	NA	NA	NA
59305	BEL	5.11	0.30620000000000003	NA	NA
59305	NLD	NA	NA	NA	NA
59305	POL	NA	NA	NA	NA
59306	BEL	59.65	19.9498	NA	NA
59307	BEL	NA	NA	NA	NA
59307	PRT	NA	NA	NA	NA
